NO_OF_SAMPLES	1561
FREQUENCY	100
TIME_STAMP	2019-10-11, 16:28:43	103157.88783225
FIRST_SAMPLE	632
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 2
FORCE_PLATE_CORNER_POSX_POSY_X	519.708008
FORCE_PLATE_CORNER_POSX_POSY_Y	471.890015
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	517.812012
FORCE_PLATE_CORNER_NEGX_POSY_Y	14.711200
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	13.237100
FORCE_PLATE_CORNER_NEGX_NEGY_Y	18.357599
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	16.436701
FORCE_PLATE_CORNER_POSX_NEGY_Y	475.112000
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
801	8.00000	0.618778	21.929900	318.185318	-42.119839	-14.174248	-1.139777	44.037301	-135.496749	0.000000	
802	8.01000	0.316975	22.160005	314.865095	-41.538658	-14.259382	-1.226560	44.815072	-135.105319	0.000000	
803	8.02000	-0.031245	22.163025	311.636198	-41.112307	-14.272363	-1.363764	45.370380	-135.133760	0.000000	
804	8.03000	-0.674268	21.984229	310.820895	-40.938087	-14.724533	-1.577934	47.028308	-134.903692	0.000000	
805	8.04000	-1.934298	22.282449	309.643267	-40.799260	-15.305207	-1.781583	49.247414	-135.005706	0.000000	
806	8.05000	-2.238305	22.332257	306.323441	-40.379997	-16.047393	-1.798859	52.248531	-135.102830	0.000000	
807	8.06000	-1.630560	21.838490	303.547053	-40.096448	-17.263748	-1.707358	56.657160	-135.335894	0.000000	
808	8.07000	-0.178741	20.686836	301.224797	-39.903591	-18.881131	-1.516124	62.273211	-135.582831	0.000000	
809	8.08000	2.252595	19.696319	298.728766	-39.728508	-20.744665	-1.147801	68.708727	-135.993560	0.000000	
810	8.09000	4.571240	19.136943	297.395624	-39.715714	-22.738088	-0.710298	75.408708	-136.483084	0.000000	
811	8.10000	6.843477	19.418569	295.344179	-39.585083	-24.375924	-0.236544	81.172251	-137.024584	0.000000	
812	8.11000	8.571014	20.196918	292.394759	-39.166430	-24.937285	0.131739	83.678166	-137.078203	0.000000	
813	8.12000	8.862315	20.426485	287.648697	-38.450978	-24.693842	0.181177	84.178978	-136.878844	0.000000	
814	8.13000	8.171767	20.472531	280.929145	-37.519781	-23.837740	0.030203	83.254036	-136.836221	0.000000	
815	8.14000	7.027403	20.470699	274.477531	-36.598322	-22.745609	-0.147430	81.409454	-136.686804	0.000000	
816	8.15000	5.907283	19.832798	270.533478	-36.048211	-21.901476	-0.448703	79.648509	-136.546291	0.000000	
817	8.16000	4.764579	19.308523	267.395702	-35.687936	-21.259704	-0.703826	78.359638	-136.718395	0.000000	
818	8.17000	4.170740	18.761773	264.976410	-35.309148	-20.736450	-0.877363	77.194240	-136.451094	0.000000	
